"STATION","DATE","LATITUDE","LONGITUDE","SEA_SURF_TEMP","SST_MM"
"61533","2003-12-18T11:00:00","34.55","34.23","65.8",
"61533","2003-12-18T12:00:00","34.56","34.26","65.8",
"61533","2003-12-18T15:00:00","34.56","34.27","65.8",
"61533","2003-12-18T16:00:00","34.54","34.29","65.8",
"61533","2003-12-18T17:00:00","34.54","34.29","65.8",
"61533","2003-12-18T18:00:00","34.56","34.27",,
"61533","2003-12-18T19:00:00","34.56","34.36","65.8",
"61533","2003-12-18T20:00:00","34.56","34.36","65.8",
"61533","2003-12-18T21:00:00","34.56","34.36","65.8",
"61533","2003-12-18T22:00:00","34.56","34.36",,
"61533","2003-12-18T23:00:00","34.56","34.36","65.8",
"61533","2003-12-19T00:00:00","34.55","34.31","65.8",
"61533","2003-12-19T03:00:00","34.57","34.38","65.8",
"61533","2003-12-19T04:00:00","34.57","34.38","65.8",
"61533","2003-12-19T05:00:00","34.57","34.38","65.8",
"61533","2003-12-19T06:00:00","34.57","34.38","65.8",
"61533","2003-12-19T07:00:00","34.57","34.38","66.0",
"61533","2003-12-19T08:00:00","34.57","34.38","66.2",
"61533","2003-12-19T09:00:00","34.60","34.41","66.4",
"61533","2003-12-19T10:00:00","34.60","34.41","66.6",
"61533","2003-12-19T11:00:00","34.61","34.42","66.6",
"61533","2003-12-19T12:00:00","34.62","34.45",,
"61533","2003-12-19T14:00:00","34.61","34.45","66.6",
"61533","2003-12-19T15:00:00","34.61","34.45","66.6",
"61533","2003-12-19T16:00:00","34.61","34.45",,
"61533","2003-12-19T17:00:00","34.61","34.45","66.6",
"61533","2003-12-19T18:00:00","34.61","34.51","66.6",
"61533","2003-12-19T19:00:00","34.61","34.51","66.7",
"61533","2003-12-19T20:00:00","34.61","34.51","66.7",
"61533","2003-12-19T21:00:00","34.61","34.51","66.7",
"61533","2003-12-19T22:00:00","34.61","34.51","66.7",
"61533","2003-12-19T23:00:00","34.62","34.52","66.7",
"61533","2003-12-20T00:00:00","34.63","34.52","66.7",
"61533","2003-12-20T04:00:00","34.63","34.52","66.7",
"61533","2003-12-20T05:00:00","34.63","34.52","66.7",
"61533","2003-12-20T06:00:00","34.63","34.52","66.7",
"61533","2003-12-20T07:00:00","34.63","34.52","66.9",
"61533","2003-12-20T08:00:00","34.65","34.61","66.9",
"61533","2003-12-20T09:00:00","34.65","34.61","66.9",
"61533","2003-12-20T10:00:00","34.64","34.64","66.9",
"61533","2003-12-20T11:00:00","34.64","34.64","66.9",
"61533","2003-12-20T12:00:00","34.62","34.64","66.9",
"61533","2003-12-20T14:00:00","34.62","34.64","66.9",
"61533","2003-12-20T15:00:00","34.62","34.64",,
"61533","2003-12-20T16:00:00","34.59","34.63","66.7",
"61533","2003-12-20T17:00:00","34.59","34.63","66.7",
"61533","2003-12-20T18:00:00","34.59","34.63","66.7",
"61533","2003-12-20T19:00:00","34.62","34.64","66.7",
"61533","2003-12-20T20:00:00","34.59","34.63","66.6",
"61533","2003-12-20T21:00:00","34.59","34.63","66.6",
"61533","2003-12-20T22:00:00","34.59","34.61","66.6",
"61533","2003-12-20T23:00:00","34.59","34.63","66.6",
"61533","2003-12-21T00:00:00","34.59","34.63","66.6",
"61533","2003-12-21T01:00:00","34.61","34.60","66.4",
"61533","2003-12-21T04:00:00","34.61","34.60","66.6",
"61533","2003-12-21T05:00:00","34.60","34.61","66.6",
"61533","2003-12-21T06:00:00","34.61","34.60","66.6",
"61533","2003-12-21T07:00:00","34.61","34.60","66.6",
"61533","2003-12-21T08:00:00","34.60","34.61","66.6",
"61533","2003-12-21T09:00:00","34.60","34.61","66.6",
"61533","2003-12-21T10:00:00","34.60","34.60","66.6",
"61533","2003-12-21T11:00:00","34.60","34.60","66.6",
"61533","2003-12-21T12:00:00","34.60","34.57","66.6",
"61533","2003-12-21T15:00:00","34.59","34.57","66.6",
"61533","2003-12-21T16:00:00","34.59","34.57","66.6",
"61533","2003-12-21T17:00:00","34.59","34.57","66.6",
"61533","2003-12-21T18:00:00","34.59","34.57",,
"61533","2003-12-21T19:00:00","34.64","34.51","66.4",
"61533","2003-12-21T20:00:00","34.64","34.51","66.4",
"61533","2003-12-21T21:00:00","34.65","34.50","66.2",
"61533","2003-12-21T22:00:00","34.65","34.50","66.4",
"61533","2003-12-21T23:00:00","34.66","34.49","66.2",
"61533","2003-12-22T00:00:00","34.66","34.49",,
"61533","2003-12-22T01:00:00","34.65","34.49","66.2",
"61533","2003-12-22T02:00:00","34.65","34.49","66.0",
"61533","2003-12-22T03:00:00","34.65","34.48","66.0",
"61533","2003-12-22T04:00:00","34.63","34.43","65.8",
"61533","2003-12-22T05:00:00","34.63","34.43","65.8",
"61533","2003-12-22T06:00:00","34.63","34.43","65.8",
"61533","2003-12-22T07:00:00","34.63","34.43","65.5",
"61533","2003-12-22T08:00:00","34.63","34.43","65.1",
"61533","2003-12-22T09:00:00","34.63","34.41","65.1",
"61533","2003-12-22T10:00:00","34.63","34.41","65.1",
"61533","2003-12-22T13:00:00","34.64","34.38","65.1",
"61533","2003-12-22T15:00:00","34.64","34.38","65.1",
"61533","2003-12-22T16:00:00","34.64","34.38","64.9",
"61533","2003-12-22T17:00:00","34.69","34.33","64.9",
"61533","2003-12-22T18:00:00","34.69","34.33","64.8",
"61533","2003-12-22T19:00:00","34.69","34.33","64.8",
"61533","2003-12-22T20:00:00","34.69","34.33","64.8",
"61533","2003-12-22T21:00:00","34.69","34.33","64.9",
"61533","2003-12-22T22:00:00","34.69","34.33","64.9",
"61533","2003-12-22T23:00:00","34.69","34.33","64.9",
"61533","2003-12-23T00:00:00","34.67","34.32","64.9",
"61533","2003-12-23T03:00:00","34.67","34.32","64.8",
"61533","2003-12-23T04:00:00","34.66","34.28","64.8",
"61533","2003-12-23T04:50:00","34.66","34.28","64.8",
"61533","2003-12-23T06:00:00","34.66","34.28","64.8",
"61533","2003-12-23T07:00:00","34.66","34.28","64.8",
"61533","2003-12-23T08:00:00","34.66","34.28","64.8",
"61533","2003-12-23T09:00:00","34.66","34.28","64.9",
"61533","2003-12-23T10:00:00","34.67","34.26","64.8",
"61533","2003-12-23T11:00:00","34.69","34.29","64.8",
"61533","2003-12-23T12:00:00","34.69","34.29",,
"61533","2003-12-23T13:00:00","34.69","34.29","64.8",
"61533","2003-12-23T14:00:00","34.69","34.29","64.8",
"61533","2003-12-23T15:00:00","34.74","34.32","64.6",
"61533","2003-12-23T16:00:00","34.74","34.32","64.4",
"61533","2003-12-23T17:00:00","34.69","34.29","63.7",
"61533","2003-12-23T18:00:00","34.69","34.29","63.7",
"61533","2003-12-23T18:50:00","34.74","34.32","63.7",
"61533","2003-12-23T20:00:00","34.77","34.34","63.7",
"61533","2003-12-23T21:00:00","34.77","34.34","63.9",
"61533","2003-12-23T22:00:00","34.77","34.34","63.9",
"61533","2003-12-23T23:00:00","34.78","34.31","63.7",
"61533","2003-12-24T00:00:00","34.78","34.31","63.7",
"61533","2003-12-24T01:00:00","34.78","34.31","63.1",
"61533","2003-12-24T04:00:00","34.78","34.32","63.7",
"61533","2003-12-24T05:00:00","34.78","34.32","63.7",
"61533","2003-12-24T06:00:00","34.78","34.32","63.7",
"61533","2003-12-24T07:00:00","34.78","34.32","63.9",
"61533","2003-12-24T08:20:00","34.90","34.26","64.2",
"61533","2003-12-24T09:00:00","34.90","34.26","64.2",
"61533","2003-12-24T10:00:00","34.91","34.24","64.2",
"61533","2003-12-24T11:00:00","34.91","34.24",,
"61533","2003-12-24T12:00:00","34.91","34.20","64.6",
"61533","2003-12-24T13:00:00","34.91","34.20",,
"61533","2003-12-24T14:00:00","34.91","34.20","64.8",
"61533","2003-12-24T15:00:00","34.91","34.20","64.6",
"61533","2003-12-24T16:00:00","34.91","34.20","64.4",
"61533","2003-12-24T17:00:00","34.91","34.20","64.0",
"61533","2003-12-24T18:00:00","34.91","34.20","63.9",
"61533","2003-12-24T19:00:00","34.91","34.20","63.9",
"61533","2003-12-24T19:50:00","34.85","34.18","64.0",
"61533","2003-12-24T21:00:00","34.84","34.16","64.0",
"61533","2003-12-24T22:00:00","34.84","34.16","64.0",
"61533","2003-12-24T23:00:00","34.84","34.16","63.9",
"61533","2003-12-25T00:00:00","34.80","34.15","63.9",
"61533","2003-12-25T01:00:00","34.80","34.15","63.7",
"61533","2003-12-25T04:00:00","34.78","34.15","63.7",
"61533","2003-12-25T05:00:00","34.78","34.15","63.7",
"61533","2003-12-25T06:00:00","34.78","34.15","63.7",
"61533","2003-12-25T07:00:00","34.78","34.15",,
"61533","2003-12-25T08:00:00","34.74","34.12","63.7",
"61533","2003-12-25T09:00:00","34.74","34.12","63.9",
"61533","2003-12-25T09:50:00","34.74","34.11","63.9",
"61533","2003-12-25T11:00:00","34.73","34.10",,
"61533","2003-12-25T11:50:00","34.73","34.10","63.9",
"61533","2003-12-25T15:00:00","34.73","34.10","63.7",
"61533","2003-12-25T16:00:00","34.73","34.10","63.7",
"61533","2003-12-25T17:00:00","34.72","34.05","63.7",
"61533","2003-12-25T18:00:00","34.73","34.10",,
"61533","2003-12-25T19:00:00","34.72","34.05","63.7",
"61533","2003-12-25T22:50:00","34.75","34.03","63.7",
"61533","2003-12-26T00:00:00","34.75","34.03","63.7",
"61533","2003-12-26T04:00:00","34.77","34.14","63.7",
"61533","2003-12-26T05:00:00","34.77","34.14","63.7",
"61533","2003-12-26T06:00:00","34.75","34.03","63.7",
"61533","2003-12-26T07:00:00","34.77","34.14","63.7",
"61533","2003-12-26T08:00:00","34.77","34.14","63.7",
"61533","2003-12-26T09:00:00","34.77","34.14",,
"61533","2003-12-26T10:00:00","34.77","34.14","63.9",
"61533","2003-12-26T11:00:00","34.73","34.24","63.9",
"61533","2003-12-26T14:50:00","34.64","34.26","63.9",
"61533","2003-12-26T16:00:00","34.64","34.25","63.9",
"61533","2003-12-26T17:00:00","34.64","34.25","63.9",
"61533","2003-12-26T18:00:00","34.64","34.25","63.9",
"61533","2003-12-26T19:00:00","34.64","34.25","63.9",
"61533","2003-12-26T20:00:00","34.64","34.25","63.9",
"61533","2003-12-26T21:00:00","34.64","34.27","63.7",
"61533","2003-12-26T22:00:00","34.64","34.27","63.7",
"61533","2003-12-26T23:00:00","34.64","34.27","63.7",
"61533","2003-12-27T00:00:00","34.63","34.32",,
"61533","2003-12-27T01:00:00","34.63","34.32","63.7",
"61533","2003-12-27T03:00:00","34.63","34.33","63.7",
"61533","2003-12-27T04:00:00","34.62","34.45","63.7",
"61533","2003-12-27T05:00:00","34.62","34.45","63.7",
"61533","2003-12-27T06:00:00","34.62","34.45","63.7",
"61533","2003-12-27T07:00:00","34.62","34.45","63.7",
"61533","2003-12-27T08:00:00","34.62","34.45","63.7",
"61533","2003-12-27T09:00:00","34.62","34.47","63.7",
"61533","2003-12-27T10:00:00","34.62","34.45","63.7",
"61533","2003-12-27T11:00:00","34.62","34.46","63.7",
"61533","2003-12-27T12:00:00","34.62","34.47","63.7",
"61533","2003-12-27T15:00:00","34.62","34.47","63.7",
"61533","2003-12-27T16:00:00","34.62","34.47","63.7",
"61533","2003-12-27T17:00:00","34.62","34.47","63.7",
"61533","2003-12-27T18:00:00","34.62","34.47","63.7",
"61533","2003-12-27T19:00:00","34.62","34.47","63.7",
"61533","2003-12-27T20:00:00","34.64","34.49","63.7",
"61533","2003-12-27T21:00:00","34.64","34.49","63.7",
"61533","2003-12-27T22:00:00","34.64","34.49","63.7",
"61533","2003-12-27T23:00:00","34.64","34.49","63.7",
"61533","2003-12-28T00:00:00","34.65","34.53","63.7",
"61533","2003-12-28T01:00:00","34.65","34.54","63.7",
"61533","2003-12-28T03:00:00","34.65","34.54","64.0",
"61533","2003-12-28T05:00:00","34.66","34.60","64.4",
"61533","2003-12-28T06:00:00","34.65","34.54","64.4",
"61533","2003-12-28T07:00:00","34.66","34.60","64.6",
"61533","2003-12-28T08:00:00","34.65","34.54","64.8",
"61533","2003-12-28T09:00:00","34.65","34.54","64.8",
"61533","2003-12-28T10:00:00","34.66","34.60","64.9",
"61533","2003-12-28T11:00:00","34.66","34.63","65.1",
"61533","2003-12-28T12:00:00","34.66","34.63","65.1",
"61533","2003-12-28T14:00:00","34.67","34.65","65.1",
"61533","2003-12-28T15:00:00","34.67","34.65","65.1",
"61533","2003-12-28T16:00:00","34.71","34.68","64.6",
"61533","2003-12-28T17:00:00","34.67","34.65","65.1",
"61533","2003-12-28T18:00:00","34.67","34.65","65.1",
"61533","2003-12-28T19:00:00","34.67","34.65","65.1",
"61533","2003-12-28T20:00:00","34.71","34.68","65.1",
"61533","2003-12-28T21:00:00","34.71","34.70","65.1",
"61533","2003-12-28T22:00:00","34.71","34.70","64.9",
"61533","2003-12-28T23:00:00","34.71","34.70","65.1",
"61533","2003-12-29T00:00:00","34.72","34.73","64.9",
"61533","2003-12-29T04:00:00","34.72","34.73","64.9",
"61533","2003-12-29T05:00:00","34.70","34.72","65.1",
"61533","2003-12-29T06:00:00","34.72","34.73","65.1",
"61533","2003-12-29T07:00:00","34.72","34.73","65.1",
"61533","2003-12-29T08:00:00","34.70","34.72","65.1",
"61533","2003-12-29T09:00:00","34.70","34.72","65.1",
"61533","2003-12-29T10:00:00","34.70","34.72","65.1",
"61533","2003-12-29T11:00:00","34.70","34.72","65.1",
"61533","2003-12-29T12:00:00","34.70","34.72","65.3",
"61533","2003-12-29T13:50:00","34.69","34.73","65.1",
"61533","2003-12-29T15:00:00","34.69","34.73","65.3",
"61533","2003-12-29T16:00:00","34.69","34.73","65.5",
"61533","2003-12-29T16:50:00","34.69","34.73","65.5",
"61533","2003-12-29T18:00:00","34.66","34.78","65.5",
"61533","2003-12-29T19:00:00","34.66","34.78","65.5",
"61533","2003-12-29T20:00:00","34.66","34.78","65.3",
"61533","2003-12-29T21:00:00","34.65","34.78",,
"61533","2003-12-29T22:00:00","34.63","34.77","65.3",
"61533","2003-12-29T23:00:00","34.63","34.77","65.3",
"61533","2003-12-30T00:00:00","34.63","34.77","65.3",
"61533","2003-12-30T04:00:00","34.62","34.69","65.1",
"61533","2003-12-30T05:00:00","34.62","34.77","65.1",
"61533","2003-12-30T06:00:00","34.62","34.69","65.1",
"61533","2003-12-30T07:00:00","34.62","34.69","65.1",
"61533","2003-12-30T07:50:00","34.62","34.69","65.1",
"61533","2003-12-30T09:00:00","34.62","34.67","65.1",
"61533","2003-12-30T10:00:00","34.62","34.67","65.5",
"61533","2003-12-30T11:00:00","34.62","34.67","65.5",
"61533","2003-12-30T12:00:00","34.62","34.67","65.5",
"61533","2003-12-30T15:00:00","34.63","34.68","65.7",
"61533","2003-12-30T16:00:00","34.63","34.68","65.8",
"61533","2003-12-30T17:00:00","34.63","34.68",,
"61533","2003-12-30T18:00:00","34.63","34.68",,
"61533","2003-12-30T19:00:00","34.63","34.68","66.0",
"61533","2003-12-30T20:00:00","34.63","34.68","66.0",
"61533","2003-12-30T21:00:00","34.63","34.65","66.0",
"61533","2003-12-30T22:00:00","34.64","34.64","66.0",
"61533","2003-12-30T23:00:00","34.64","34.64","66.0",
"61533","2003-12-31T00:00:00","34.64","34.64","66.0",
"61533","2003-12-31T01:00:00","34.64","34.63",,
"61533","2003-12-31T03:00:00","34.64","34.63","66.0",
"61533","2003-12-31T04:00:00","34.69","34.58","66.0",
"61533","2003-12-31T05:00:00","34.69","34.58","66.0",
"61533","2003-12-31T06:00:00","34.69","34.58","66.0",
"61533","2003-12-31T06:50:00","34.69","34.58","65.8",
"61533","2003-12-31T08:00:00","34.69","34.58","66.0",
"61533","2003-12-31T09:00:00","34.70","34.58","65.8",
"61533","2003-12-31T10:00:00","34.70","34.58","65.8",
"61533","2003-12-31T13:00:00","34.71","34.57","65.8",
"61533","2003-12-31T15:00:00","34.74","34.56","65.8",
"61533","2003-12-31T16:00:00","34.74","34.56","65.8",
"61533","2003-12-31T17:00:00","34.74","34.56","65.8",
"61533","2003-12-31T18:00:00","34.72","34.57","65.8",
"61533","2003-12-31T19:00:00","34.74","34.56","65.7",
"61533","2003-12-31T20:00:00","34.75","34.56","65.7",
"61533","2003-12-31T21:00:00","34.75","34.56","65.7",
"61533","2003-12-31T22:00:00","34.75","34.56","65.7",
"61533","2003-12-31T22:50:00","34.75","34.56","65.5",
"61534","2003-12-01T00:00:00","33.89","32.19","70.3",
"61534","2003-12-01T01:00:00","33.89","32.17","70.3",
"61534","2003-12-01T02:00:00","33.89","32.17",,
"61534","2003-12-01T04:00:00","33.89","32.16","70.2",
"61534","2003-12-01T05:00:00","33.89","32.17","70.2",
"61534","2003-12-01T05:50:00","33.89","32.16","70.2",
"61534","2003-12-01T07:00:00","33.89","32.17","70.2",
"61534","2003-12-01T08:00:00","33.91","32.15","70.3",
"61534","2003-12-01T08:50:00","33.91","32.15","70.3",
"61534","2003-12-01T10:00:00","33.91","32.15","70.5",
"61534","2003-12-01T10:50:00","33.92","32.15","70.5",
"61534","2003-12-01T12:00:00","33.92","32.15","70.7",
"61534","2003-12-01T14:00:00","33.92","32.15","70.7",
"61534","2003-12-01T15:00:00","33.92","32.15","70.5",
"61534","2003-12-01T15:50:00","33.93","32.18","70.5",
"61534","2003-12-01T17:00:00","33.92","32.18","70.7",
"61534","2003-12-01T18:00:00","33.92","32.18","70.5",
"61534","2003-12-01T18:50:00","33.93","32.18","70.7",
"61534","2003-12-01T19:50:00","33.92","32.17","70.7",
"61534","2003-12-01T21:00:00","33.92","32.18","70.5",
"61534","2003-12-01T21:50:00","33.93","32.18","70.5",
"61534","2003-12-01T22:50:00","33.92","32.17","70.3",
"61534","2003-12-02T04:00:00","33.93","32.16","70.3",
"61534","2003-12-02T05:00:00","33.92","32.14","70.3",
"61534","2003-12-02T06:00:00","33.92","32.14","70.2",
"61534","2003-12-02T07:00:00","33.92","32.14","70.2",
"61534","2003-12-02T07:50:00","33.92","32.14","70.3",
"61534","2003-12-02T09:00:00","33.92","32.13","70.3",
"61534","2003-12-02T09:50:00","33.92","32.13","70.5",
"61534","2003-12-02T10:50:00","33.93","32.13","70.7",
"61534","2003-12-02T12:00:00","33.93","32.13","70.7",
"61534","2003-12-02T16:00:00","33.93","32.13","70.5",
"61534","2003-12-02T17:00:00","33.93","32.07","70.5",
"61534","2003-12-02T18:00:00","33.93","32.13",,
"61534","2003-12-02T19:00:00","33.93","32.07","70.3",
"61534","2003-12-02T20:00:00","33.93","32.07","70.3",
"61534","2003-12-02T20:50:00","33.93","32.06","70.3",
"61534","2003-12-02T22:00:00","33.93","32.07","70.2",
"61534","2003-12-02T22:50:00","33.93","32.06","70.2",
"61534","2003-12-03T00:00:00","33.93","32.06","70.2",
"61534","2003-12-03T02:00:00","33.93","32.06","70.2",
"61534","2003-12-03T04:00:00","33.92","32.04","70.2",
"61534","2003-12-03T05:00:00","33.93","32.06","70.2",
"61534","2003-12-03T06:00:00","33.93","32.06","70.2",
"61534","2003-12-03T07:00:00","33.92","32.01","70.2",
"61534","2003-12-03T07:50:00","33.92","32.01","70.3",
"61534","2003-12-03T08:50:00","33.92","32.01","70.3",
"61534","2003-12-03T10:00:00","33.91","32.02","70.3",
"61534","2003-12-03T10:50:00","33.91","32.02","70.3",
"61534","2003-12-03T11:50:00","33.91","32.03","70.3",
"61534","2003-12-03T14:50:00","33.91","32.03","70.2",
"61534","2003-12-03T15:50:00","33.91","32.06","70.2",
"61534","2003-12-03T17:00:00","33.91","32.06","70.2",
"61534","2003-12-03T18:00:00","33.91","32.06","70.2",
"61534","2003-12-03T18:50:00","33.91","32.06","70.2",
"61534","2003-12-03T19:50:00","33.91","32.06","70.2",
"61534","2003-12-03T20:50:00","33.91","32.06","70.2",
"61534","2003-12-03T21:50:00","33.91","32.06","70.2",
"61534","2003-12-03T23:00:00","33.92","32.06","70.2",
"61534","2003-12-03T23:50:00","33.92","32.06","70.2",
"61534","2003-12-04T04:00:00","33.94","32.08","70.0",
"61534","2003-12-04T05:00:00","33.94","32.08","70.0",
"61534","2003-12-04T06:00:00","33.94","32.08","70.0",
"61534","2003-12-04T07:00:00","33.94","32.08","70.0",
"61534","2003-12-04T08:00:00","33.94","32.08","70.0",
"61534","2003-12-04T08:50:00","33.94","32.08","70.0",
"61534","2003-12-04T10:00:00","33.94","32.08","70.0",
"61534","2003-12-04T10:50:00","33.94","32.08","69.8",
"61534","2003-12-04T15:00:00","33.94","32.08","69.8",
"61534","2003-12-04T16:00:00","33.96","32.06","69.8",
"61534","2003-12-04T17:00:00","33.97","32.06","69.8",
"61534","2003-12-04T18:00:00","33.96","32.06","69.8",
"61534","2003-12-04T19:00:00","33.97","32.06","69.8",
"61534","2003-12-04T20:00:00","33.96","32.06","69.8",
"61534","2003-12-04T21:00:00","33.96","32.06","69.8",
"61534","2003-12-04T22:00:00","33.96","32.06","69.8",
"61534","2003-12-04T23:00:00","33.96","32.06","69.8",
"61534","2003-12-05T00:00:00","33.96","32.06","69.8",
"61534","2003-12-05T01:00:00","33.96","32.06","69.8",
"61534","2003-12-05T03:00:00","34.02","32.04","69.6",
"61534","2003-12-05T04:00:00","34.02","32.04","69.6",
"61534","2003-12-05T05:00:00","34.02","32.04","69.6",
"61534","2003-12-05T06:00:00","34.02","32.03",,
"61534","2003-12-05T07:00:00","34.02","32.03","69.6",
"61534","2003-12-05T08:00:00","34.01","32.03","69.6",
"61534","2003-12-05T09:00:00","34.02","32.03","69.6",
"61534","2003-12-05T09:50:00","34.02","32.03","69.6",
"61534","2003-12-05T10:50:00","34.02","32.03","69.6",
"61534","2003-12-05T11:50:00","34.02","32.03","69.6",
"61534","2003-12-05T13:00:00","34.02","32.03","69.6",
"61534","2003-12-05T15:00:00","34.02","32.03","69.6",
"61534","2003-12-05T16:00:00","34.02","32.03","69.6",
"61534","2003-12-05T16:50:00","34.04","32.02","69.6",
"61534","2003-12-05T18:00:00","34.04","32.02","69.6",
"61534","2003-12-05T19:00:00","34.04","32.02","69.4",
"61534","2003-12-05T20:00:00","34.04","32.02","69.4",
"61534","2003-12-05T21:00:00","34.04","32.02","69.4",
"61534","2003-12-05T22:00:00","34.05","32.04","69.4",
"61534","2003-12-05T23:00:00","34.05","32.04","69.4",
"61534","2003-12-05T23:50:00","34.05","32.04","69.4",
"61534","2003-12-06T01:00:00","34.05","32.05","69.4",
"61534","2003-12-06T05:00:00","34.06","32.06","69.4",
"61534","2003-12-06T06:00:00","34.06","32.06","69.4",
"61534","2003-12-06T07:00:00","34.06","32.06","69.4",
"61534","2003-12-06T07:50:00","34.06","32.06","69.4",
"61534","2003-12-06T09:00:00","34.05","32.06","69.4",
"61534","2003-12-06T10:00:00","34.05","32.06","69.4",
"61534","2003-12-06T10:50:00","34.06","32.06","69.4",
"61534","2003-12-06T12:00:00","34.06","32.06","69.4",
"61534","2003-12-06T12:50:00","34.06","32.06","69.4",
"61534","2003-12-06T14:50:00","34.06","32.06","69.4",
"61534","2003-12-06T15:50:00","34.08","32.10","69.4",
"61534","2003-12-06T17:00:00","34.08","32.10","69.4",
"61534","2003-12-06T18:00:00","34.08","32.10","69.4",
"61534","2003-12-06T19:00:00","34.08","32.10","69.4",
"61534","2003-12-06T20:00:00","34.08","32.10","69.4",
"61534","2003-12-06T21:00:00","34.08","32.11","69.3",
"61534","2003-12-06T22:00:00","34.08","32.10","69.3",
"61534","2003-12-06T23:00:00","34.08","32.11","69.3",
"61534","2003-12-07T00:00:00","34.08","32.11","69.3",
"61534","2003-12-07T01:00:00","34.08","32.11","69.3",
"61534","2003-12-07T04:00:00","34.08","32.12","69.3",
"61534","2003-12-07T04:50:00","34.08","32.14","69.3",
"61534","2003-12-07T05:50:00","34.08","32.14","69.3",
"61534","2003-12-07T06:50:00","34.08","32.14","69.3",
"61534","2003-12-07T07:50:00","34.08","32.14","69.3",
"61534","2003-12-07T08:50:00","34.09","32.15",,
"61534","2003-12-07T11:00:00","34.09","32.15","69.3",
"61534","2003-12-07T11:50:00","34.07","32.12","69.3",
"61534","2003-12-07T13:00:00","34.10","32.16","69.3",
"61534","2003-12-07T15:00:00","34.10","32.16","69.3",
"61534","2003-12-07T16:00:00","34.11","32.20","69.3",
"61534","2003-12-07T17:00:00","34.11","32.20","69.3",
"61534","2003-12-07T17:50:00","34.11","32.20","69.3",
"61534","2003-12-07T18:50:00","34.11","32.20","69.3",
"61534","2003-12-07T20:00:00","34.11","32.21","69.1",
"61534","2003-12-07T21:00:00","34.11","32.21",,
"61534","2003-12-07T22:00:00","34.11","32.21","69.1",
"61534","2003-12-07T23:00:00","34.11","32.21","69.3",
"61534","2003-12-08T00:00:00","34.11","32.22","69.1",
"61534","2003-12-08T00:50:00","34.11","32.24","69.1",
"61534","2003-12-08T04:00:00","34.11","32.24","69.1",
"61534","2003-12-08T04:50:00","34.11","32.25","69.1",
"61534","2003-12-08T06:00:00","34.11","32.25","69.1",
"61534","2003-12-08T06:50:00","34.11","32.25","69.1",
"61534","2003-12-08T08:00:00","34.11","32.25",,
"61534","2003-12-08T09:00:00","34.12","32.27","69.1",
"61534","2003-12-08T10:00:00","34.13","32.26","69.1",
"61534","2003-12-08T11:00:00","34.12","32.27",,
"61534","2003-12-08T12:00:00","34.13","32.26",,
"61534","2003-12-08T15:00:00","34.13","32.27","68.9",
"61534","2003-12-08T16:00:00","34.13","32.29","68.9",
"61534","2003-12-08T17:00:00","34.13","32.27",,
"61534","2003-12-08T18:00:00","34.13","32.27","68.9",
"61534","2003-12-08T19:00:00","34.13","32.30","69.1",
"61534","2003-12-08T20:00:00","34.13","32.27","69.1",
"61534","2003-12-08T21:00:00","34.13","32.30","69.1",
"61534","2003-12-08T22:00:00","34.13","32.30","69.1",
"61534","2003-12-08T23:00:00","34.11","32.30","68.9",
"61534","2003-12-08T23:50:00","34.11","32.30","68.9",
"61534","2003-12-09T00:50:00","34.11","32.30","68.9",
"61534","2003-12-09T03:00:00","34.11","32.30","68.9",
"61534","2003-12-09T03:50:00","34.11","32.30","68.9",
"61534","2003-12-09T04:50:00","34.10","32.29","68.9",
"61534","2003-12-09T05:50:00","34.10","32.29","68.9",
"61534","2003-12-09T06:50:00","34.10","32.29",,
"61534","2003-12-09T07:50:00","34.10","32.29","69.1",
"61534","2003-12-09T09:00:00","34.12","32.27","69.4",
"61534","2003-12-09T09:50:00","34.12","32.27","69.4",
"61534","2003-12-09T11:00:00","34.12","32.27",,
"61534","2003-12-09T12:00:00","34.13","32.27","69.4",
"61534","2003-12-09T14:50:00","34.13","32.28","69.4",
"61534","2003-12-09T15:50:00","34.13","32.28","69.4",
"61534","2003-12-09T17:00:00","34.11","32.28","69.4",
"61534","2003-12-09T17:50:00","34.13","32.28","69.4",
"61534","2003-12-09T18:50:00","34.13","32.28","69.4",
"61534","2003-12-09T20:00:00","34.13","32.28","69.4",
"61534","2003-12-09T21:00:00","34.11","32.28","69.4",
"61534","2003-12-09T22:00:00","34.11","32.28","69.4",
"61534","2003-12-09T22:50:00","34.08","32.24","69.3",
"61534","2003-12-09T23:50:00","34.08","32.24","69.3",
"61534","2003-12-10T00:50:00","34.08","32.24",,
"61534","2003-12-10T02:50:00","34.07","32.24","69.1",
"61534","2003-12-10T04:00:00","34.08","32.21","69.1",
"61534","2003-12-10T04:50:00","34.08","32.21","69.1",
"61534","2003-12-10T05:50:00","34.10","32.20","69.1",
"61534","2003-12-10T06:50:00","34.08","32.21","69.1",
"61534","2003-12-10T08:00:00","34.09","32.21","69.1",
"61534","2003-12-10T09:00:00","34.09","32.21","69.1",
"61534","2003-12-10T09:50:00","34.10","32.20","69.3",
"61534","2003-12-10T11:00:00","34.10","32.20",,
"61534","2003-12-10T11:50:00","34.11","32.21","69.3",
"61534","2003-12-10T14:00:00","34.10","32.21","69.1",
"61534","2003-12-10T15:00:00","34.10","32.21","69.1",
"61534","2003-12-10T16:00:00","34.08","32.19","69.1",
