"STATION","DATE","LATITUDE","LONGITUDE","SEA_SURF_TEMP","SST_MM"
"DHEB","2003-12-06T12:00:00","36.80","-0.70","64.4","1"
"DHEB","2003-12-07T00:00:00","36.10","-6.10","66.2","1"
"DHEB","2003-12-20T12:00:00","36.20","-3.60","64.4","1"
"DHEB","2003-12-06T00:00:00","37.60","5.20","66.2","1"
"DHEB","2003-12-21T00:00:00","37.30","2.40","62.6","1"
"DHEB","2003-12-21T12:00:00","37.50","8.70","64.4","1"
"DHEB","2003-12-05T00:00:00","35.70","17.30","69.8","1"
"DHEB","2003-12-05T12:00:00","37.20","11.40","66.2","1"
"DHEB","2003-12-22T00:00:00","36.30","14.60","64.4","1"
"DHEB","2003-12-22T06:00:00","35.60","17.40","66.2","1"
"DHEB","2003-12-04T00:00:00","32.60","28.60","71.6","1"
"DHEB","2003-12-04T12:00:00","34.20","23.00","71.6","1"
"DHEB","2003-12-22T12:00:00","34.80","20.50","64.4","1"
"DHEB","2003-12-23T06:00:00","32.60","28.70","68.0","1"
"DHEB","2003-12-18T12:00:00","49.90","-3.00","57.2","1"
"VRCV","2003-12-02T06:00:00","32.70","29.20",,"1"
"DPUW","2003-12-08T12:00:00","36.70","-0.80","63.9","7"
"DPUW","2003-12-09T00:00:00","36.10","-5.90","65.7","7"
"DPUW","2003-12-20T18:00:00","36.30","-2.70","64.4","7"
"DPUW","2003-12-08T00:00:00","37.40","5.30","63.0","7"
"DPUW","2003-12-21T06:00:00","37.20","3.40","64.0","7"
"DPUW","2003-12-21T18:00:00","37.40","9.50","63.9","7"
"DPUW","2003-12-07T00:00:00","35.50","16.50","69.6","7"
"DPUW","2003-12-07T12:00:00","37.10","10.50","65.1","7"
"DPUW","2003-12-22T06:00:00","36.00","15.40","64.9","7"
"DPUW","2003-12-06T00:00:00","32.50","29.10","69.6","7"
"DPUW","2003-12-06T06:00:00","33.30","26.10","70.7","7"
"DPUW","2003-12-18T18:00:00","49.10","-5.50",,
"PBVO","2003-12-16T18:00:00","50.00","-1.00","48.2","1"
"PBVO","2003-12-16T19:00:00","50.00","-1.00","48.2","1"
"DIGW","2003-12-03T09:00:00","37.30","2.80","62.6","1"
"DIGW","2003-12-03T12:00:00","37.10","1.40",,
"DIGW","2003-12-01T21:00:00","35.10","19.80","69.8","1"
"DIGW","2003-12-02T06:00:00","36.20","15.60","66.2","1"
"DIGW","2003-12-02T09:00:00","36.50","14.20","68.0","1"
"DIGW","2003-12-02T12:00:00","36.90","12.90",,
"DIGW","2003-12-01T09:00:00","33.70","25.10","69.8","1"
"DQVJ","2003-12-14T18:00:00","36.70","-0.20","63.5","1"
"DQVJ","2003-12-15T06:00:00","35.90","-5.70","65.1","1"
"DQVJ","2003-12-27T06:00:00","36.20","-2.90","62.2","1"
"DQVJ","2003-12-27T12:00:00","36.60","-0.20","63.3","1"
"DQVJ","2003-12-14T00:00:00","37.50","8.00","64.6","1"
"DQVJ","2003-12-14T06:00:00","37.20","5.20","64.0","1"
"DQVJ","2003-12-14T12:00:00","37.00","2.40","64.0","1"
"DQVJ","2003-12-28T06:00:00","37.30","8.80","62.6","1"
"DQVJ","2003-12-13T00:00:00","35.20","18.90","69.3","1"
"DQVJ","2003-12-13T06:00:00","35.90","16.20","67.1","1"
"DQVJ","2003-12-13T12:00:00","36.60","13.40","67.3","1"
"DQVJ","2003-12-13T18:00:00","37.30","10.70","65.1","1"
"DQVJ","2003-12-28T12:00:00","37.00","11.50","62.2","1"
"DQVJ","2003-12-28T18:00:00","36.30","14.20","64.0","1"
"DQVJ","2003-12-29T00:00:00","35.60","16.90","65.3","1"
"DQVJ","2003-12-29T06:00:00","34.90","19.60","65.7","1"
"DQVJ","2003-12-12T00:00:00","32.40","29.60","68.9","1"
"DQVJ","2003-12-12T06:00:00","33.10","27.00","71.4","1"
"DQVJ","2003-12-12T12:00:00","33.80","24.30","70.7","1"
"DQVJ","2003-12-12T18:00:00","34.50","21.60","70.5","1"
"DQVJ","2003-12-29T12:00:00","34.30","22.30","65.8","1"
"DQVJ","2003-12-30T00:00:00","33.00","27.30","67.1","1"
"DQVJ","2003-12-25T06:00:00","49.00","-5.40","55.8","1"
"VQOG5","2003-12-21T18:00:00","36.00","-4.80","59.0","1"
"VQOG5","2003-12-22T00:00:00","36.40","-3.00","59.9","1"
"VQOG5","2003-12-22T06:00:00","37.00","-1.30","59.2","1"
"VQOG5","2003-12-22T12:00:00","38.20","0.00","58.5","1"
"VQOG5","2003-12-22T18:00:00","39.10","1.00","57.0","1"
"VQOG5","2003-12-26T00:00:00","39.20","5.00","57.7","1"
"VQOG5","2003-12-26T06:00:00","37.50","4.60","58.1","1"
"VQOG5","2003-12-18T18:00:00","49.40","-3.50","52.5","1"
"VQOG5","2003-12-19T00:00:00","48.90","-5.80","52.5","1"
"VQOG5","2003-12-23T00:00:00","40.10","2.50","55.8","1"
"VQOG5","2003-12-23T12:00:00","42.50","3.80","55.2","1"
"VQOG5","2003-12-23T18:00:00","42.20","4.20","55.2","1"
"VQOG5","2003-12-25T12:00:00","42.20","5.00","54.5","1"
"DQVM","2003-12-22T12:00:00","36.00","-5.10","63.3","3"
"DQVM","2003-12-21T00:00:00","37.60","9.70","63.3","3"
"DQVM","2003-12-21T06:00:00","37.40","7.10","62.8","3"
"DQVM","2003-12-21T12:00:00","37.20","4.60","63.5","3"
"DQVM","2003-12-21T18:00:00","36.90","2.20","63.1","3"
"DQVM","2003-12-22T00:00:00","36.70","0.00","62.8","3"
"DQVM","2003-12-20T00:00:00","35.10","19.90","67.5","3"
"DQVM","2003-12-20T06:00:00","35.70","17.20","66.2","3"
"DQVM","2003-12-20T12:00:00","36.40","14.60","65.1","3"
"DQVM","2003-12-20T18:00:00","37.00","12.10","64.6","3"
"DQVM","2003-12-19T00:00:00","32.50","29.90","67.8","3"
"DQVM","2003-12-19T06:00:00","33.00","27.80","69.6","3"
"DQVM","2003-12-19T12:00:00","33.70","25.20","68.0","3"
"DQVM","2003-12-19T18:00:00","34.40","22.60","64.4","3"
"DQVM","2003-12-18T18:00:00","32.10","31.50","69.8","3"
"DQVM","2003-12-24T12:00:00","47.70","-5.30","56.7","3"
"DQVN","2003-12-01T00:00:00","36.20","-3.50","66.4","1"
"DQVN","2003-12-14T00:00:00","36.10","-4.00","64.0","3"
"DQVN","2003-12-14T06:00:00","36.50","-1.20","64.0","3"
"DQVN","2003-12-14T12:00:00","36.80","1.40","63.7","3"
"DQVN","2003-12-14T18:00:00","37.10","4.30","64.9","1"
"DQVN","2003-12-15T00:00:00","37.20","7.00","65.7","3"
"DQVN","2003-12-15T06:00:00","37.40","9.80","65.8","1"
"DQVN","2003-12-15T12:00:00","36.20","12.20","66.0","3"
"DQVN","2003-12-15T18:00:00","36.20","14.90","66.7","1"
"DQVN","2003-12-16T00:00:00","35.50","17.30","66.9","3"
"DQVN","2003-12-16T06:00:00","34.90","19.90","70.2","1"
"DQVN","2003-12-16T12:00:00","34.20","22.30","68.5","3"
"DQVN","2003-12-16T18:00:00","33.60","24.70","70.5","1"
"DQVN","2003-12-17T00:00:00","33.00","27.00","71.2","3"
"DQVN","2003-12-17T06:00:00","32.40","29.40","71.2","3"
"DQVN","2003-12-18T06:00:00","31.40","32.30","67.8","1"
"DQVN","2003-12-18T18:00:00","31.40","32.30","67.3","1"
"DQVN","2003-12-12T00:00:00","49.00","-5.40","55.8","3"
"FNJI","2003-12-01T09:00:00","37.20","6.80","70.7","3"
"FNJI","2003-12-01T12:00:00","38.00","6.60","70.9","3"
"FNJI","2003-12-01T15:00:00","38.80","6.30","71.2","3"
"FNJI","2003-12-01T18:00:00","39.70","6.20","71.1","3"
"FNJI","2003-12-04T06:00:00","39.10","6.60","70.3","3"
"FNJI","2003-12-04T09:00:00","38.30","6.60","70.2","3"
"FNJI","2003-12-04T12:00:00","37.50","6.80","70.0","3"
"FNJI","2003-12-04T15:00:00","36.80","6.90","70.5","3"
"FNJI","2003-12-05T12:00:00","36.90","6.90","70.5","3"
"FNJI","2003-12-05T15:00:00","37.70","6.70","70.2","3"
"FNJI","2003-12-05T18:00:00","38.50","6.40","70.3","3"
"FNJI","2003-12-05T21:00:00","39.30","6.20","70.2","3"
"FNJI","2003-12-08T06:00:00","39.80","5.20","68.9","3"
"FNJI","2003-12-08T09:00:00","39.00","5.50","69.8","3"
"FNJI","2003-12-08T12:00:00","38.40","6.00","69.6","3"
"FNJI","2003-12-08T15:00:00","37.60","6.50","69.4","3"
"FNJI","2003-12-08T18:00:00","36.90","6.90","69.6","3"
"FNJI","2003-12-08T21:00:00","37.50","6.70","69.1","3"
"FNJI","2003-12-09T00:00:00","38.20","6.50","68.9","3"
"FNJI","2003-12-09T03:00:00","38.00","6.50","69.4","3"
"FNJI","2003-12-09T06:00:00","37.30","6.80","67.3","3"
"FNJI","2003-12-09T09:00:00","36.80","6.90","69.4","3"
"FNJI","2003-12-10T09:00:00","37.20","6.80","69.6","3"
"FNJI","2003-12-10T12:00:00","38.00","6.40","69.1","3"
"FNJI","2003-12-10T15:00:00","38.80","6.00","69.1","3"
"FNJI","2003-12-10T18:00:00","39.60","5.60","69.4","3"
"FNJI","2003-12-14T00:00:00","39.80","6.00","68.4","3"
"FNJI","2003-12-14T03:00:00","39.00","6.20","68.0","3"
"FNJI","2003-12-14T06:00:00","38.30","6.50","68.5","3"
"FNJI","2003-12-14T09:00:00","37.60","6.50","67.8","3"
"FNJI","2003-12-14T12:00:00","37.00","6.70","68.5","3"
"FNJI","2003-12-15T09:00:00","37.20","6.80","68.7","3"
"FNJI","2003-12-15T12:00:00","37.80","6.60","68.4","3"
"FNJI","2003-12-18T03:00:00","39.80","6.00","67.6","3"
"FNJI","2003-12-18T06:00:00","39.00","6.30","67.5","3"
"FNJI","2003-12-18T09:00:00","38.10","6.50","67.8","3"
"FNJI","2003-12-18T12:00:00","37.30","6.70","67.5","3"
"FNJI","2003-12-19T09:00:00","37.10","6.80","66.9","3"
"FNJI","2003-12-19T12:00:00","37.90","6.60","67.6","3"
"FNJI","2003-12-19T15:00:00","38.70","6.40","67.5","3"
"FNJI","2003-12-19T18:00:00","39.50","6.10","67.1","3"
"FNJI","2003-12-26T00:00:00","39.60","6.10","65.7","3"
"FNJI","2003-12-26T03:00:00","38.80","6.30","65.7","3"
"FNJI","2003-12-26T06:00:00","38.00","6.60","66.2","3"
"FNJI","2003-12-26T09:00:00","37.20","6.80","66.6","3"
"FNJI","2003-12-27T12:00:00","37.20","6.80","66.6","3"
"FNJI","2003-12-27T15:00:00","37.90","6.60","66.0","3"
"FNJI","2003-12-27T18:00:00","38.70","6.40","66.2","3"
"FNJI","2003-12-27T21:00:00","39.50","6.10","65.1","3"
"FNJI","2003-12-30T03:00:00","39.50","6.10","65.1","3"
"FNJI","2003-12-30T06:00:00","38.70","6.30","65.7","3"
"FNJI","2003-12-30T09:00:00","38.00","6.50","65.7","3"
"FNJI","2003-12-30T12:00:00","37.30","6.80","65.3","3"
"FNJI","2003-12-30T15:00:00","36.90","6.90","66.0","3"
"FNJI","2003-12-30T18:00:00","36.80","6.90","65.7","3"
"FNJI","2003-12-31T12:00:00","37.40","6.90","64.8","3"
"FNJI","2003-12-31T15:00:00","38.20","6.60","65.7","3"
"FNJI","2003-12-31T18:00:00","38.80","6.30","65.1","3"
"FNJI","2003-12-31T21:00:00","39.50","6.20","64.9","3"
"FNJI","2003-12-01T21:00:00","40.40","5.90","69.8","3"
"FNJI","2003-12-02T00:00:00","41.10","5.40","67.3","3"
"FNJI","2003-12-02T03:00:00","41.80","4.90","65.8","3"
"FNJI","2003-12-02T06:00:00","42.50","4.50","64.6","3"
"FNJI","2003-12-02T09:00:00","43.20","5.00","65.8","3"
"FNJI","2003-12-03T12:00:00","42.90","5.00","65.5","3"
"FNJI","2003-12-03T15:00:00","42.20","5.40","64.6","3"
"FNJI","2003-12-03T18:00:00","41.70","5.60","64.8","3"
"FNJI","2003-12-03T21:00:00","41.10","5.90","67.5","3"
"FNJI","2003-12-04T00:00:00","40.60","6.30","70.0","3"
"FNJI","2003-12-04T03:00:00","40.00","6.60","70.9","3"
"FNJI","2003-12-06T00:00:00","40.10","6.00","69.8","3"
"FNJI","2003-12-06T03:00:00","40.90","5.70","69.3","3"
"FNJI","2003-12-06T06:00:00","41.80","5.40","65.1","3"
"FNJI","2003-12-06T12:00:00","43.30","4.90","64.6","3"
"FNJI","2003-12-07T15:00:00","43.30","4.90","64.4","3"
"FNJI","2003-12-07T18:00:00","42.60","5.10","63.1","3"
"FNJI","2003-12-07T21:00:00","42.10","5.60","63.9","3"
"FNJI","2003-12-08T00:00:00","41.40","5.10","66.2","3"
"FNJI","2003-12-08T03:00:00","40.60","5.20","68.5","3"
"FNJI","2003-12-10T21:00:00","40.40","5.30","68.7","3"
"FNJI","2003-12-11T00:00:00","41.00","4.90","66.7","3"
"FNJI","2003-12-11T03:00:00","41.80","4.90","64.6","3"
"FNJI","2003-12-11T06:00:00","42.60","5.00","63.3","3"
"FNJI","2003-12-11T09:00:00","43.30","4.90","63.5","3"
"FNJI","2003-12-13T12:00:00","42.80","5.00","65.3","3"
"FNJI","2003-12-13T15:00:00","42.10","5.30","63.0","3"
"FNJI","2003-12-13T18:00:00","41.30","5.50","66.2","3"
"FNJI","2003-12-13T21:00:00","40.50","5.80","68.4","3"
"FNJI","2003-12-17T15:00:00","43.00","5.00","64.9","3"
"FNJI","2003-12-17T18:00:00","42.20","5.30","62.6","3"
"FNJI","2003-12-17T21:00:00","41.40","5.50","64.0","3"
"FNJI","2003-12-18T00:00:00","40.60","5.80","66.9","3"
"FNJI","2003-12-19T21:00:00","40.30","5.90","67.1","3"
"FNJI","2003-12-20T00:00:00","41.10","5.60","65.1","3"
"FNJI","2003-12-20T03:00:00","41.90","5.40","62.4","3"
"FNJI","2003-12-20T06:00:00","42.70","5.10","64.6","3"
"FNJI","2003-12-20T18:00:00","43.40","4.80","61.3","3"
"FNJI","2003-12-25T12:00:00","42.70","5.00","63.9","3"
"FNJI","2003-12-25T15:00:00","42.00","5.30","61.7","3"
"FNJI","2003-12-25T18:00:00","41.20","5.60","63.0","3"
"FNJI","2003-12-25T21:00:00","40.40","5.90","65.5","3"
"FNJI","2003-12-28T00:00:00","40.40","5.90","65.1","3"
"FNJI","2003-12-28T03:00:00","41.20","5.60","63.0","3"
"FNJI","2003-12-28T06:00:00","42.10","5.30","61.5","3"
"FNJI","2003-12-28T09:00:00","42.90","5.10","64.2","3"
"FNJI","2003-12-29T12:00:00","43.30","4.90","61.0","3"
"FNJI","2003-12-29T15:00:00","42.50","5.20","62.2","3"
"FNJI","2003-12-29T18:00:00","41.70","5.40","61.7","3"
"FNJI","2003-12-29T21:00:00","41.00","5.60","63.0","3"
"FNJI","2003-12-30T00:00:00","40.20","5.90","64.9","3"
"DHDH","2003-12-23T00:00:00","37.60","7.60","59.0","1"
"DHDH","2003-12-22T00:00:00","35.40","18.20","62.6","1"
"DHDH","2003-12-22T12:00:00","36.70","12.90","59.0","1"
"DHDH","2003-12-21T00:00:00","32.40","29.60","62.6","1"
"DHDH","2003-12-21T06:00:00","33.20","26.70","64.4","1"
"DHDH","2003-12-21T12:00:00","33.90","23.90","62.6","1"
"UITJ","2003-12-30T18:00:00","36.80","-1.20","60.8","7"
"UITJ","2003-12-28T18:00:00","37.30","8.00","60.8","7"
"UITJ","2003-12-29T06:00:00","37.30","5.40","59.0","7"
"UITJ","2003-12-30T06:00:00","37.80","1.40","59.0","7"
"UITJ","2003-12-24T06:00:00","37.10","18.10","62.6","7"
"UITJ","2003-12-24T18:00:00","36.20","15.40","62.6","7"
"UITJ","2003-12-06T06:00:00","42.90","15.30","60.8","7"
"UITJ","2003-12-16T18:00:00","41.30","17.60","60.4","7"
"DAXJ","2003-12-31T12:00:00","36.40","-1.90","59.4","1"
"PDYV","2003-12-23T12:00:00","36.10","-4.10","64.8","1"
"PDYV","2003-12-21T12:00:00","37.60","9.40","66.4","1"
"PDYV","2003-12-20T12:00:00","36.30","16.30","64.8","1"
"PDYV","2003-12-19T12:00:00","35.70","23.40","64.8","1"
"P3GU9","2003-12-30T12:00:00","37.60","24.20",,
"C6IZ7","2003-12-10T06:00:00","49.20","-4.90","60.8","1"
"TSMU","2003-12-05T12:00:00","39.00","9.90","62.6","1"
"TSMU","2003-12-11T00:00:00","39.30","6.30","61.7","1"
"TSMU","2003-12-11T03:00:00","38.80","7.30","61.7","1"
"TSMU","2003-12-11T06:00:00","38.20","8.50","62.6","1"
"TSMU","2003-12-16T03:00:00","37.50","9.90","57.2","1"
"TSMU","2003-12-16T12:00:00","38.20","7.10","57.2","1"
"TSMU","2003-12-16T15:00:00","38.70","6.30","57.2","1"
"TSMU","2003-12-18T00:00:00","39.90","5.10","55.4","1"
"TSMU","2003-12-18T03:00:00","39.40","6.10","55.4","1"
"TSMU","2003-12-18T12:00:00","37.80","9.50","57.2","1"
"TSMU","2003-12-23T12:00:00","39.80","9.80","53.6","1"
"TSMU","2003-12-30T12:00:00","38.70","9.80","57.2","1"
"TSMU","2003-12-02T12:00:00","39.50","10.50","62.6","1"
"TSMU","2003-12-02T15:00:00","38.50","10.40","62.6","1"
"TSMU","2003-12-02T18:00:00","37.50","10.40","64.4","1"
"TSMU","2003-12-03T03:00:00","37.50","10.40","60.8","1"
"TSMU","2003-12-05T15:00:00","38.10","10.20","62.6","1"
"TSMU","2003-12-07T03:00:00","37.20","10.40","61.7","1"
"TSMU","2003-12-07T06:00:00","38.10","10.30","61.7","1"
"TSMU","2003-12-12T03:00:00","37.10","10.40","60.8","1"
"TSMU","2003-12-12T06:00:00","38.00","10.50","60.8","1"
"TSMU","2003-12-12T12:00:00","39.80","10.50","59.0","1"
"TSMU","2003-12-14T12:00:00","38.90","10.20","60.8","1"
"TSMU","2003-12-14T15:00:00","38.00","10.30","60.8","1"
"TSMU","2003-12-16T00:00:00","37.00","10.50","59.0","1"
"TSMU","2003-12-18T15:00:00","37.20","10.40","57.2","1"
"TSMU","2003-12-19T03:00:00","37.30","10.40","57.2","1"
"TSMU","2003-12-21T12:00:00","38.90","10.20","57.2","1"
"TSMU","2003-12-21T15:00:00","37.90","10.30","57.2","1"
"TSMU","2003-12-23T03:00:00","37.50","10.30","55.4","1"
"TSMU","2003-12-28T03:00:00","37.30","10.40","55.4","1"
"TSMU","2003-12-28T06:00:00","38.30","10.30","55.4","1"
"TSMU","2003-12-30T15:00:00","37.80","10.20","57.2","1"
"TSMU","2003-12-01T00:00:00","43.00","9.60","60.8","1"
"TSMU","2003-12-01T03:00:00","43.90","9.20","60.8","1"
"TSMU","2003-12-02T00:00:00","43.20","9.90","60.8","1"
"TSMU","2003-12-03T21:00:00","42.40","9.90","59.9","1"
"TSMU","2003-12-04T03:00:00","44.00","9.40","59.9","1"
"TSMU","2003-12-05T00:00:00","42.90","9.60","62.6","1"
"TSMU","2003-12-05T03:00:00","41.90","9.80","61.7","1"
"TSMU","2003-12-07T15:00:00","40.80","9.90","61.7","1"
"TSMU","2003-12-08T03:00:00","44.20","9.10","55.4","1"
"TSMU","2003-12-08T21:00:00","43.90","8.30","59.9","1"
"TSMU","2003-12-09T00:00:00","43.50","7.50","59.9","1"
"TSMU","2003-12-09T03:00:00","43.00","6.60","59.9","1"
"TSMU","2003-12-09T06:00:00","42.30","5.20","59.9","1"
"TSMU","2003-12-09T12:00:00","41.90","3.90","60.8","1"
"TSMU","2003-12-09T15:00:00","41.60","3.50","60.8","1"
"TSMU","2003-12-09T18:00:00","41.30","3.00","60.8","1"
"TSMU","2003-12-10T00:00:00","41.20","2.90","59.0","1"
"TSMU","2003-12-10T03:00:00","41.30","2.60","58.1","1"
"TSMU","2003-12-10T15:00:00","40.90","3.00","58.1","1"
"TSMU","2003-12-10T18:00:00","40.30","4.10","61.7","1"
"TSMU","2003-12-13T00:00:00","43.40","9.50","60.8","1"
"TSMU","2003-12-13T03:00:00","44.20","9.10","60.8","1"
"TSMU","2003-12-14T00:00:00","42.90","9.60","59.0","1"
"TSMU","2003-12-14T03:00:00","41.90","9.80","59.0","1"
"TSMU","2003-12-14T06:00:00","40.80","9.90","61.7","1"
"TSMU","2003-12-17T00:00:00","40.20","3.30","57.2","1"
"TSMU","2003-12-17T03:00:00","41.00","2.50","55.4","1"
"TSMU","2003-12-19T12:00:00","40.30","9.90","57.2","1"
"TSMU","2003-12-19T15:00:00","41.20","9.80","57.2","1"
"TSMU","2003-12-20T00:00:00","43.40","9.40","57.2","1"
"TSMU","2003-12-20T03:00:00","44.00","9.20","57.2","1"
"TSMU","2003-12-21T00:00:00","42.80","9.60","57.2","1"
"TSMU","2003-12-21T03:00:00","41.90","9.70","57.2","1"
"TSMU","2003-12-23T15:00:00","40.50","9.90","55.4","1"
"TSMU","2003-12-24T00:00:00","42.50","9.80","51.8","1"
"TSMU","2003-12-29T00:00:00","43.20","9.50","55.4","1"
"TSMU","2003-12-29T03:00:00","43.90","9.20","53.6","1"
"TSMU","2003-12-30T00:00:00","42.60","9.70","55.4","1"
"TSMU","2003-12-30T03:00:00","41.70","9.80","55.4","1"
"TSMU","2003-12-02T03:00:00","42.20","10.00","60.8","1"
"TSMU","2003-12-02T06:00:00","41.30","10.20","60.8","1"
"TSMU","2003-12-03T12:00:00","40.10","10.30","62.6","1"
"TSMU","2003-12-03T15:00:00","40.90","10.20","62.6","1"
"TSMU","2003-12-03T18:00:00","41.60","10.00","62.6","1"
"TSMU","2003-12-04T00:00:00","43.20","10.00","59.9","1"
"TSMU","2003-12-07T12:00:00","40.00","10.00","61.7","1"
"TSMU","2003-12-08T00:00:00","43.50","10.00","57.2","1"
"TSMU","2003-12-12T15:00:00","40.90","10.50","60.8","1"
"TSMU","2003-12-12T18:00:00","41.50","10.30","60.8","1"
"TSMU","2003-12-24T03:00:00","43.00","10.00","50.0","1"
"TSMU","2003-12-25T00:00:00","41.20","10.10","51.8","1"
"TSMU","2003-12-25T03:00:00","40.20","10.20","51.8","1"
"UCKD","2003-12-31T06:00:00","37.00","21.10","63.5","1"
"UCKD","2003-12-30T06:00:00","40.80","18.20","59.2","1"
"V2AF4","2003-12-23T06:00:00","49.80","-3.30",,
"V2AF4","2003-12-29T00:00:00","49.60","-4.20",,
"TSMS","2003-12-01T18:00:00","38.20","8.50","64.4","1"
"TSMS","2003-12-17T06:00:00","38.50","10.60","65.3","1"
"TSMS","2003-12-02T06:00:00","40.30","4.20","63.5","1"
"TSMS","2003-12-03T06:00:00","40.20","4.30","63.5","1"
"TSMS","2003-12-14T18:00:00","41.20","10.00","62.6","1"
"TSMS","2003-12-19T06:00:00","41.10","10.20","63.5","1"
"DIIN","2003-12-23T12:00:00","36.20","-3.50","59.0","3"
"DIIN","2003-12-20T12:00:00","33.70","23.40","62.6","3"
"DIIN","2003-12-25T12:00:00","49.80","-2.30","51.8","3"
"UCKG","2003-12-16T06:00:00","36.40","-2.80","57.2","1"
"UCKG","2003-12-16T12:00:00","36.20","-4.50","57.2","1"
"UCKG","2003-12-14T06:00:00","37.70","9.80","60.8","1"
"UCKG","2003-12-14T12:00:00","37.70","8.30","60.8","1"
"UCKG","2003-12-14T18:00:00","37.70","6.90","59.0","1"
"UCKG","2003-12-15T06:00:00","37.60","3.70","59.0","1"
"UCKG","2003-12-15T12:00:00","37.30","2.00","59.0","1"
"UCKG","2003-12-15T18:00:00","37.00","0.40","59.0","1"
"UCKG","2003-12-04T06:00:00","38.70","19.40","55.4","1"
"UCKG","2003-12-12T18:00:00","35.70","18.70","62.6","1"
"UCKG","2003-12-13T06:00:00","36.20","15.70","62.6","1"
"UCKG","2003-12-13T12:00:00","36.60","14.10","62.6","1"
"UCKG","2003-12-13T18:00:00","37.00","12.60","62.6","1"
"UCKG","2003-12-04T12:00:00","37.40","20.00","59.0","1"
"UCKG","2003-12-04T18:00:00","36.60","20.90","59.0","1"
"UCKG","2003-12-05T06:00:00","34.90","23.70","60.8","1"
"UCKG","2003-12-05T12:00:00","34.60","25.10","64.4","7"
"UCKG","2003-12-05T18:00:00","33.90","26.60","60.8","1"
"UCKG","2003-12-06T06:00:00","33.10","29.90","62.6","1"
"UCKG","2003-12-11T06:00:00","33.50","27.80","66.2","1"
"UCKG","2003-12-11T12:00:00","34.00","26.10","66.2","7"
"UCKG","2003-12-11T18:00:00","34.30","26.40","62.6","7"
"UCKG","2003-12-12T06:00:00","34.90","21.60","64.4","1"
"UCKG","2003-12-12T12:00:00","35.30","20.00","64.4","1"
"UCKG","2003-12-06T12:00:00","32.70","31.60","62.6","1"
"UCKG","2003-12-06T18:00:00","32.30","33.10","62.6","1"
"UCKG","2003-12-10T12:00:00","32.50","32.50","62.6","1"
"UCKG","2003-12-10T18:00:00","32.80","30.90","64.4","1"
"UCKG","2003-12-19T18:00:00","49.00","-5.00","53.6","7"
"UCKG","2003-12-03T06:00:00","42.80","15.20","51.8","1"
"UCKG","2003-12-03T18:00:00","41.00","17.80","55.4","1"
"FNMT","2003-12-08T21:00:00","49.30","-0.20",,"3"
"FNMT","2003-12-09T00:00:00","49.40","-0.30",,"3"
"FNMT","2003-12-09T18:00:00","49.70","-0.50",,
"FNMT","2003-12-10T18:00:00","49.80","-0.50",,
"FNMT","2003-12-11T03:00:00","49.80","-0.50",,
"FNMT","2003-12-11T06:00:00","49.30","-0.20",,
"FNMT","2003-12-12T03:00:00","49.80","-0.40",,
"FNMT","2003-12-12T18:00:00","49.80","-0.50",,
"FNMT","2003-12-13T06:00:00","49.20","-0.20",,
"FNMT","2003-12-13T09:00:00","49.40","-0.30",,
"FNMT","2003-12-14T03:00:00","49.90","-0.30",,
"FNMT","2003-12-14T06:00:00","49.30","-0.20",,
"FNMT","2003-12-14T18:00:00","49.80","-0.40",,
"FNMT","2003-12-15T06:00:00","49.30","-0.20",,
"FNMT","2003-12-15T09:00:00","49.40","-0.30",,
"FNMT","2003-12-17T06:00:00","49.30","-0.20",,
"FNMT","2003-12-17T18:00:00","49.60","-0.30",,
"FNMT","2003-12-18T06:00:00","49.30","-0.20",,
"FNMT","2003-12-18T09:00:00","49.40","-0.30",,
"FNMT","2003-12-19T03:00:00","49.80","-0.50",,
"FNMT","2003-12-19T12:00:00","49.90","-0.50",,
"FNMT","2003-12-19T18:00:00","49.80","-0.50",,
"FNMT","2003-12-20T06:00:00","49.30","-0.20",,
"FNMT","2003-12-20T09:00:00","49.50","-0.30",,
"FNMT","2003-12-21T03:00:00","49.90","-0.60",,
"FNMT","2003-12-21T06:00:00","49.30","-0.20",,
"FNMT","2003-12-21T18:00:00","49.70","-0.50",,
"FNMT","2003-12-22T06:00:00","49.30","-0.20",,
"FNMT","2003-12-22T09:00:00","49.50","-0.30",,
"FNMT","2003-12-23T00:00:00","49.40","-0.20",,
"FNMT","2003-12-23T03:00:00","49.90","-0.50",,
"FNMT","2003-12-23T18:00:00","49.80","-0.50",,
"FNMT","2003-12-24T03:00:00","49.90","-0.60",,
"FNMT","2003-12-24T06:00:00","49.30","-0.20",,
"FNMT","2003-12-24T12:00:00","49.40","-0.50",,
"FNMT","2003-12-24T15:00:00","49.60","-1.60",,
"FNMT","2003-12-26T09:00:00","49.70","-1.40",,
"FNMT","2003-12-26T18:00:00","49.80","-0.40",,
"FNMT","2003-12-27T06:00:00","49.30","-0.20",,
"FNMT","2003-12-27T09:00:00","49.40","-0.20",,
"FNMT","2003-12-28T03:00:00","49.90","-0.50",,
"FNMT","2003-12-28T18:00:00","49.80","-0.30",,
"FNMT","2003-12-29T06:00:00","49.30","-0.20",,
"FNMT","2003-12-29T09:00:00","49.40","-0.30",,
"FNMT","2003-12-30T03:00:00","49.70","-0.40",,
"FNMT","2003-12-30T12:00:00","49.80","-0.50",,
"FNMT","2003-12-30T18:00:00","49.80","-0.40",,
